symbol,period,datetime,open,high,low,close,volume,update_time
300672.XSHG,1day,2017-11-27 15:00:00,39.78,39.78,37.61,37.61,6042603,2017/11/27 15:00
300672.XSHG,1day,2017-11-28 15:00:00,36.98,40.89,36.13,40.09,8153925,2017/11/28 15:00
300672.XSHG,1day,2017-11-29 15:00:00,38.86,39.13,36.08,36.89,7797376,2017/11/29 15:00
300672.XSHG,1day,2017-11-30 15:00:00,36.2,38.52,36.08,36.97,5437611,2017/11/30 15:00
300672.XSHG,1day,2017-12-01 15:00:00,36.95,38.83,36.73,38.27,6366804,2017/12/1 15:00
300672.XSHG,1day,2017-12-04 15:00:00,37.91,37.91,34.81,34.99,6926897,2017/12/4 15:00
300672.XSHG,1day,2017-12-05 15:00:00,34.62,35.71,32.63,33.24,6021836,2017/12/5 15:00
300672.XSHG,1day,2017-12-06 15:00:00,33.31,35.18,33.31,34.77,5542198,2017/12/6 15:00
300672.XSHG,1day,2017-12-07 15:00:00,34.43,36.35,34.18,35.16,5444688,2017/12/7 15:00
300672.XSHG,1day,2017-12-08 15:00:00,34.9,38.22,34.87,36.54,6081851,2017/12/8 15:00
300672.XSHG,1day,2017-12-11 15:00:00,36.36,37.26,36.07,36.98,4182275,2017/12/11 15:00
300672.XSHG,1day,2017-12-12 15:00:00,36.39,38.52,36.39,37.57,4965216,2017/12/12 15:00
300672.XSHG,1day,2017-12-13 15:00:00,37.1,37.79,36.61,37.53,3757331,2017/12/13 15:00
300672.XSHG,1day,2017-12-14 15:00:00,37.53,39.08,36.36,38.44,5762146,2017/12/14 15:00
300672.XSHG,1day,2017-12-15 15:00:00,38.53,40.32,37.79,38.6,6919499,2017/12/15 15:00
300672.XSHG,1day,2017-12-18 15:00:00,37.91,37.95,34.74,35.17,5982747,2017/12/18 15:00
300672.XSHG,1day,2017-12-19 15:00:00,34.8,36.41,34.8,35.61,3095870,2017/12/19 15:00
300672.XSHG,1day,2017-12-20 15:00:00,35.23,36.45,35.11,35.95,3037460,2017/12/20 15:00
300672.XSHG,1day,2017-12-21 15:00:00,35.58,37.2,35.25,36.65,3975347,2017/12/21 15:00
300672.XSHG,1day,2017-12-22 15:00:00,36.92,37.59,36.49,36.9,3283481,2017/12/22 15:00
300672.XSHG,1day,2017-12-25 15:00:00,36.99,37.15,35.8,35.93,2765541,2017/12/25 15:00
300672.XSHG,1day,2017-12-26 15:00:00,35.84,39.52,35.44,39.52,5709528,2017/12/26 15:00
300672.XSHG,1day,2017-12-27 15:00:00,40.19,41.89,39.58,40.24,8977249,2017/12/27 15:00
300672.XSHG,1day,2017-12-28 15:00:00,39.67,40.86,39.18,39.47,5937043,2017/12/28 15:00
300672.XSHG,1day,2017-12-29 15:00:00,39.3,42.05,39.25,40.32,5892964,2017/12/29 15:00
300672.XSHG,1day,2018-01-02 15:00:00,40.62,40.9,39.2,40.55,4012046,2018/1/2 15:00
300672.XSHG,1day,2018-01-03 15:00:00,40.05,40.62,39.19,39.99,4001415,2018/1/3 15:00
300672.XSHG,1day,2018-01-04 15:00:00,39.78,41.57,39.58,40.34,5184994,2018/1/4 15:00
300672.XSHG,1day,2018-01-05 15:00:00,40.23,40.23,38.12,38.41,4757970,2018/1/5 15:00
300672.XSHG,1day,2018-01-08 15:00:00,37.66,38.1,36.1,37.23,4075441,2018/1/8 15:00
300672.XSHG,1day,2018-01-09 15:00:00,37.29,37.74,36.43,36.84,2740764,2018/1/9 15:00
300672.XSHG,1day,2018-01-10 15:00:00,36.84,37.5,35.74,36.23,2903278,2018/1/10 15:00
300672.XSHG,1day,2018-01-11 15:00:00,35.78,39.86,35.55,38.6,8096320,2018/1/11 15:00
300672.XSHG,1day,2018-01-12 15:00:00,37.84,38.37,35.95,36.23,5497306,2018/1/12 15:00
300672.XSHG,1day,2018-01-15 15:00:00,36.26,36.48,33.69,34.38,4338017,2018/1/15 15:00
300672.XSHG,1day,2018-01-16 15:00:00,34.18,35.89,34.18,35.11,3077693,2018/1/16 15:00
300672.XSHG,1day,2018-01-17 15:00:00,35.49,38.55,34.05,36.92,5970346,2018/1/17 15:00
300672.XSHG,1day,2018-01-18 15:00:00,36.36,36.85,35.79,35.95,3182921,2018/1/18 15:00
300672.XSHG,1day,2018-01-19 15:00:00,36.02,36.63,35.13,35.22,2863229,2018/1/19 15:00
300672.XSHG,1day,2018-01-22 15:00:00,34.87,36.02,33.85,35.56,2903437,2018/1/22 15:00
300672.XSHG,1day,2018-01-23 15:00:00,35.64,36.2,35.21,36.19,2608990,2018/1/23 15:00
300672.XSHG,1day,2018-01-24 15:00:00,35.92,37.41,35.48,36.77,3874148,2018/1/24 15:00
300672.XSHG,1day,2018-01-25 15:00:00,36.23,37.4,35.41,35.51,3273353,2018/1/25 15:00
300672.XSHG,1day,2018-01-26 15:00:00,34.84,35.7,34.49,34.55,2455174,2018/1/26 15:00
300672.XSHG,1day,2018-01-29 15:00:00,35.43,36.23,34.61,34.82,2334013,2018/1/29 15:00
300672.XSHG,1day,2018-01-30 15:00:00,34.21,36.35,34.12,35.18,2722274,2018/1/30 15:00
300672.XSHG,1day,2018-01-31 15:00:00,31.66,32.63,31.66,31.66,3442619,2018/1/31 15:00
300672.XSHG,1day,2018-02-01 15:00:00,29.38,30.42,28.5,28.5,4607852,2018/2/1 15:00
300672.XSHG,1day,2018-02-02 15:00:00,27.97,28.43,25.73,26.79,3671416,2018/2/2 15:00
300672.XSHG,1day,2018-02-05 15:00:00,26.72,27.55,25.79,26.61,2128064,2018/2/5 15:00
300672.XSHG,1day,2018-02-06 15:00:00,25.79,26.51,24.24,24.26,2854049,2018/2/6 15:00
300672.XSHG,1day,2018-02-07 15:00:00,25.17,25.79,24.06,25.22,3188066,2018/2/7 15:00
300672.XSHG,1day,2018-02-08 15:00:00,25.27,26.72,25.21,26.26,3236833,2018/2/8 15:00
300672.XSHG,1day,2018-02-09 15:00:00,24.89,26.41,24.62,25.08,3035856,2018/2/9 15:00
300672.XSHG,1day,2018-02-12 15:00:00,25.39,26.21,25.3,26.21,2650985,2018/2/12 15:00
300672.XSHG,1day,2018-02-13 15:00:00,26.23,26.4,24.75,24.8,3319528,2018/2/13 15:00
300672.XSHG,1day,2018-02-14 15:00:00,24.8,25.1,23.4,23.52,2665783,2018/2/14 15:00
300672.XSHG,1day,2018-02-22 15:00:00,24.2,25.23,24.16,25.05,3093143,2018/2/22 15:00
300672.XSHG,1day,2018-02-23 15:00:00,25.08,26.22,25.05,25.53,3327895,2018/2/23 15:00
300672.XSHG,1day,2018-02-26 15:00:00,26.34,28.09,25.79,28.09,5059990,2018/2/26 15:00
300672.XSHG,1day,2018-02-27 15:00:00,29.83,30.63,28.91,29.51,8336552,2018/2/27 15:00
300672.XSHG,1day,2018-02-28 15:00:00,29.04,30.68,28.46,29.46,6084598,2018/2/28 15:00
300672.XSHG,1day,2018-03-01 15:00:00,29.21,31.62,28.9,30.7,6098268,2018/3/1 15:00
300672.XSHG,1day,2018-03-02 15:00:00,30.08,30.95,29.68,29.96,4855634,2018/3/2 15:00
300672.XSHG,1day,2018-03-05 15:00:00,29.54,31.08,29.54,30.92,5085560,2018/3/5 15:00
300672.XSHG,1day,2018-03-06 15:00:00,30.25,32.8,30.25,30.73,6546860,2018/3/6 15:00
300672.XSHG,1day,2018-03-07 15:00:00,30.24,31.67,30.24,31.19,4540758,2018/3/7 15:00
300672.XSHG,1day,2018-03-08 15:00:00,30.98,31.7,30.65,31.2,3769245,2018/3/8 15:00
300672.XSHG,1day,2018-03-09 15:00:00,31.42,34.32,31.42,34.32,4758617,2018/3/9 15:00
300672.XSHG,1day,2018-03-12 15:00:00,36.05,37.75,35.56,37.75,13068613,2018/3/12 15:00
300672.XSHG,1day,2018-03-13 15:00:00,37.6,38.53,36.59,38.02,9718363,2018/3/13 15:00
300672.XSHG,1day,2018-03-14 15:00:00,37.29,40.39,37.1,37.6,9943457,2018/3/14 15:00
300672.XSHG,1day,2018-03-15 15:00:00,37.99,40.64,37.73,39.65,10705965,2018/3/15 15:00
300672.XSHG,1day,2018-03-16 15:00:00,37.91,38.84,36.61,38.66,8799455,2018/3/16 15:00
300672.XSHG,1day,2018-03-19 15:00:00,37.69,40.24,37.37,39.12,9200421,2018/3/19 15:00
300672.XSHG,1day,2018-03-20 15:00:00,38.07,40.58,38.07,40.58,9003804,2018/3/20 15:00
300672.XSHG,1day,2018-03-21 15:00:00,41.33,42.13,37.91,38.27,9614740,2018/3/21 15:00
300672.XSHG,1day,2018-03-22 15:00:00,38.04,38.98,36.8,37.46,7306788,2018/3/22 15:00
300672.XSHG,1day,2018-03-23 15:00:00,35.8,38.28,35.43,36.09,8145891,2018/3/23 15:00
300672.XSHG,1day,2018-03-26 15:00:00,37.29,39.7,37.29,39.7,4501182,2018/3/26 15:00
300672.XSHG,1day,2018-03-27 15:00:00,43.63,43.67,42.01,43.67,16024668,2018/3/27 15:00
300672.XSHG,1day,2018-03-28 15:00:00,42.95,45.06,42.81,44.23,12653811,2018/3/28 15:00
300672.XSHG,1day,2018-03-29 15:00:00,43.82,45.31,41.77,42.45,9362451,2018/3/29 15:00
300672.XSHG,1day,2018-03-30 15:00:00,42.26,44.56,42.26,44.11,9818438,2018/3/30 15:00
300672.XSHG,1day,2018-04-02 15:00:00,44.13,46.97,42.86,43.85,11135730,2018/4/2 15:00
300672.XSHG,1day,2018-04-03 15:00:00,42.26,43.25,42.01,43.2,6690864,2018/4/3 15:00
300672.XSHG,1day,2018-04-04 15:00:00,43.1,47.52,43.1,46,13366444,2018/4/4 15:00
300672.XSHG,1day,2018-04-09 15:00:00,44.75,45.38,41.71,44.33,9586413,2018/4/9 15:00
300672.XSHG,1day,2018-04-10 15:00:00,42.37,42.98,41.06,42.87,7977901,2018/4/10 15:00
300672.XSHG,1day,2018-04-11 15:00:00,42.7,43.66,41.96,42.29,5404466,2018/4/11 15:00
300672.XSHG,1day,2018-04-12 15:00:00,42.14,43.04,41.34,41.44,4634241,2018/4/12 15:00
300672.XSHG,1day,2018-04-13 15:00:00,41.83,42.48,39.78,41.91,6675902,2018/4/13 15:00
300672.XSHG,1day,2018-04-16 15:00:00,41.08,42.45,40.47,42.01,4518555,2018/4/16 15:00
300672.XSHG,1day,2018-04-17 15:00:00,42.5,44.75,41.65,42.64,8443230,2018/4/17 15:00
300672.XSHG,1day,2018-04-18 15:00:00,43.5,46.9,42.38,46.07,12490346,2018/4/18 15:00
300672.XSHG,1day,2018-04-19 15:00:00,45.37,45.56,43.32,43.33,9891327,2018/4/19 15:00
300672.XSHG,1day,2018-04-20 15:00:00,42.78,44.33,42.45,42.78,6301645,2018/4/20 15:00
300672.XSHG,1day,2018-04-23 15:00:00,43.51,43.51,38.5,38.78,8078630,2018/4/23 15:00
300672.XSHG,1day,2018-04-24 15:00:00,38.91,40.45,37.31,39.93,5488459,2018/4/24 15:00
300672.XSHG,1day,2018-04-25 15:00:00,39.15,40.76,39.15,39.79,4545584,2018/4/25 15:00
300672.XSHG,1day,2018-04-26 15:00:00,39.55,41.01,38.91,38.96,4975505,2018/4/26 15:00
300672.XSHG,1day,2018-04-27 15:00:00,38.84,39.43,36.37,36.56,5350405,2018/4/27 15:00
300672.XSHG,1day,2018-05-02 15:00:00,37.35,38.43,36.61,37.22,3368115,2018/5/2 15:00
300672.XSHG,1day,2018-05-03 15:00:00,36.86,38.12,35.54,37.82,3887982,2018/5/3 15:00
300672.XSHG,1day,2018-05-04 15:00:00,37.84,39.88,37.06,38.25,4826503,2018/5/4 15:00
300672.XSHG,1day,2018-05-07 15:00:00,37.69,38.86,37.54,38.61,3583878,2018/5/7 15:00
300672.XSHG,1day,2018-05-08 15:00:00,38.53,38.79,37.71,38.41,3019456,2018/5/8 15:00
300672.XSHG,1day,2018-05-09 15:00:00,38.47,39.96,38.04,38.79,3959109,2018/5/9 15:00
300672.XSHG,1day,2018-05-10 15:00:00,38.56,38.84,37.31,37.76,2757016,2018/5/10 15:00
300672.XSHG,1day,2018-05-11 15:00:00,38.03,38.84,37.56,37.86,2552191,2018/5/11 15:00
300672.XSHG,1day,2018-05-14 15:00:00,37.53,39.27,36.95,38.42,4094257,2018/5/14 15:00
300672.XSHG,1day,2018-05-15 15:00:00,38.35,39.02,37.67,38.91,3279453,2018/5/15 15:00
300672.XSHG,1day,2018-05-16 15:00:00,38.91,39.32,38.51,38.53,3788061,2018/5/16 15:00
300672.XSHG,1day,2018-05-17 15:00:00,38.1,39.11,37.97,38.76,2656139,2018/5/17 15:00
300672.XSHG,1day,2018-05-18 15:00:00,38.44,38.95,37.29,37.68,2653560,2018/5/18 15:00
300672.XSHG,1day,2018-05-21 15:00:00,37.84,40.12,37.34,39.7,4885401,2018/5/21 15:00
300672.XSHG,1day,2018-06-05 15:00:00,37.29,39.79,35.92,39.47,5802373,2018/6/5 15:00
300672.XSHG,1day,2018-06-06 15:00:00,38.8,39.43,37.7,37.91,3701023,2018/6/6 15:00
300672.XSHG,1day,2018-06-07 15:00:00,38.07,38.07,36.17,36.36,2950432,2018/6/7 15:00
300672.XSHG,1day,2018-06-08 15:00:00,36.33,36.33,34.55,34.99,2699584,2018/6/8 15:00
300672.XSHG,1day,2018-06-11 15:00:00,35.01,35.73,34.65,34.81,1806105,2018/6/11 15:00
300672.XSHG,1day,2018-06-12 15:00:00,34.98,35.38,33.57,34.31,1821861,2018/6/12 15:00
300672.XSHG,1day,2018-06-13 15:00:00,34.52,35.55,34.06,34.29,2286710,2018/6/13 15:00
300672.XSHG,1day,2018-06-14 15:00:00,33.97,34.78,33.25,34.41,2206906,2018/6/14 15:00
300672.XSHG,1day,2018-06-15 15:00:00,34.34,36.42,33.56,35.33,3433444,2018/6/15 15:00
300672.XSHG,1day,2018-06-19 15:00:00,34.62,36.22,31.8,32.29,3945906,2018/6/19 15:00
300672.XSHG,1day,2018-06-20 15:00:00,32.32,34.18,31.91,33.25,3365863,2018/6/20 15:00
300672.XSHG,1day,2018-06-21 15:00:00,33.08,33.8,30.76,30.77,3204473,2018/6/21 15:00
300672.XSHG,1day,2018-06-22 15:00:00,30.86,31.39,29.65,30.2,2301045,2018/6/22 15:00
300672.XSHG,1day,2018-06-25 15:00:00,30.47,31.13,29.87,29.92,1815615,2018/6/25 15:00
300672.XSHG,1day,2018-06-26 15:00:00,29.36,31.32,28.99,30.71,2627500,2018/6/26 15:00
300672.XSHG,1day,2018-06-27 15:00:00,30.7,31.54,30.23,30.87,2513768,2018/6/27 15:00
300672.XSHG,1day,2018-06-28 15:00:00,30.56,31.67,30.56,30.66,2049830,2018/6/28 15:00
300672.XSHG,1day,2018-06-29 15:00:00,30.86,33.73,30.7,33.73,2917537,2018/6/29 15:00
300672.XSHG,1day,2018-07-02 15:00:00,36.04,36.64,34.41,34.9,7099650,2018/7/2 15:00
300672.XSHG,1day,2018-07-03 15:00:00,35.03,38.39,34.71,38.39,6746090,2018/7/3 15:00
300672.XSHG,1day,2018-07-04 15:00:00,39.28,42.04,37.32,39.89,11174772,2018/7/4 15:00
300672.XSHG,1day,2018-07-05 15:00:00,38.84,39.74,37.14,37.31,7096924,2018/7/5 15:00
300672.XSHG,1day,2018-07-06 15:00:00,36.87,39.97,35.94,37.12,8740409,2018/7/6 15:00
300672.XSHG,1day,2018-07-09 15:00:00,36.83,38.03,36.16,37.56,6347766,2018/7/9 15:00
300672.XSHG,1day,2018-07-10 15:00:00,37.16,37.56,36.55,37.18,4886828,2018/7/10 15:00
300672.XSHG,1day,2018-07-11 15:00:00,35.25,35.97,33.47,35.06,7164780,2018/7/11 15:00
300672.XSHG,1day,2018-07-12 15:00:00,34.91,38.43,34.91,36.59,7386475,2018/7/12 15:00
300672.XSHG,1day,2018-07-13 15:00:00,36.65,37.18,35.93,36.63,5021106,2018/7/13 15:00
300672.XSHG,1day,2018-07-16 15:00:00,35.98,37.2,35.54,36.16,4693373,2018/7/16 15:00
300672.XSHG,1day,2018-07-17 15:00:00,35.54,36.65,34.16,35.28,5184415,2018/7/17 15:00
300672.XSHG,1day,2018-07-18 15:00:00,35.74,37.4,35.15,35.25,4647177,2018/7/18 15:00
300672.XSHG,1day,2018-07-19 15:00:00,34.91,35.16,33.35,33.66,4128221,2018/7/19 15:00
300672.XSHG,1day,2018-07-20 15:00:00,34.16,34.47,33.48,34.09,2692776,2018/7/20 15:00
300672.XSHG,1day,2018-07-23 15:00:00,34.57,35.88,34.21,35.19,3496329,2018/7/23 15:00
300672.XSHG,1day,2018-07-24 15:00:00,35.15,35.75,34.41,35.47,3554548,2018/7/24 15:00
300672.XSHG,1day,2018-07-25 15:00:00,35.11,36.96,35.11,36.52,5728395,2018/7/25 15:00
300672.XSHG,1day,2018-07-26 15:00:00,36.16,36.43,34.62,34.64,3612306,2018/7/26 15:00
300672.XSHG,1day,2018-07-27 15:00:00,34.37,34.89,33.44,33.52,2319496,2018/7/27 15:00
300672.XSHG,1day,2018-07-30 15:00:00,33.52,34.15,32.58,32.91,1895666,2018/7/30 15:00
300672.XSHG,1day,2018-07-31 15:00:00,32.91,33.52,30.88,31.87,2852406,2018/7/31 15:00
300672.XSHG,1day,2018-08-01 15:00:00,31.79,32.85,31.64,31.95,1896788,2018/8/1 15:00
300672.XSHG,1day,2018-08-02 15:00:00,31.67,31.77,30.23,31.75,2364888,2018/8/2 15:00
300672.XSHG,1day,2018-08-03 15:00:00,31.77,31.9,30.55,30.55,1544511,2018/8/3 15:00
300672.XSHG,1day,2018-08-06 15:00:00,30.23,30.79,29.38,29.63,1535049,2018/8/6 15:00
300672.XSHG,1day,2018-08-07 15:00:00,29.98,30.61,29.74,30.58,1724984,2018/8/7 15:00
300672.XSHG,1day,2018-08-08 15:00:00,30.25,30.56,29.68,29.8,1879311,2018/8/8 15:00
300672.XSHG,1day,2018-08-09 15:00:00,29.8,32.78,29.61,32.78,2637277,2018/8/9 15:00
300672.XSHG,1day,2018-08-10 15:00:00,33.88,35.51,33.88,35.13,7869988,2018/8/10 15:00
300672.XSHG,1day,2018-08-13 15:00:00,33.66,36.08,33.46,35.5,6543004,2018/8/13 15:00
300672.XSHG,1day,2018-08-14 15:00:00,34.99,35.26,33.97,34.22,3952239,2018/8/14 15:00
300672.XSHG,1day,2018-08-15 15:00:00,34.22,35.1,33.57,33.99,3740481,2018/8/15 15:00
300672.XSHG,1day,2018-08-16 15:00:00,32.98,34.58,32.93,33.04,3200040,2018/8/16 15:00
300672.XSHG,1day,2018-08-17 15:00:00,33.66,34.57,32.51,32.9,3282007,2018/8/17 15:00
300672.XSHG,1day,2018-08-20 15:00:00,32.81,33.66,31.85,33.63,3430554,2018/8/20 15:00
300672.XSHG,1day,2018-08-21 15:00:00,33.35,33.85,32.23,33.23,3274797,2018/8/21 15:00
300672.XSHG,1day,2018-08-22 15:00:00,33.04,33.16,31.97,31.97,2364093,2018/8/22 15:00
300672.XSHG,1day,2018-08-23 15:00:00,32.03,35.17,32.03,34.08,8121836,2018/8/23 15:00
300672.XSHG,1day,2018-08-24 15:00:00,33.61,33.66,32.3,32.72,5642725,2018/8/24 15:00
300672.XSHG,1day,2018-08-27 15:00:00,32.66,33.6,32.56,33.24,4222539,2018/8/27 15:00
300672.XSHG,1day,2018-08-28 15:00:00,33.66,34.2,33.08,33.35,3709361,2018/8/28 15:00
300672.XSHG,1day,2018-08-29 15:00:00,33.11,33.33,32.73,33.01,2274895,2018/8/29 15:00
300672.XSHG,1day,2018-08-30 15:00:00,32.68,33.15,32.1,32.17,2365382,2018/8/30 15:00
300672.XSHG,1day,2018-08-31 15:00:00,32.27,32.38,30.79,31.03,2886249,2018/8/31 15:00
300672.XSHG,1day,2018-09-03 15:00:00,31.11,32.59,30.25,32.02,2868925,2018/9/3 15:00
300672.XSHG,1day,2018-09-04 15:00:00,31.69,32.76,31.61,32.32,3000481,2018/9/4 15:00
300672.XSHG,1day,2018-09-05 15:00:00,32.17,32.17,31.36,31.41,2582582,2018/9/5 15:00
300672.XSHG,1day,2018-09-06 15:00:00,31.32,32.42,31.17,31.78,2731288,2018/9/6 15:00
300672.XSHG,1day,2018-09-07 15:00:00,31.49,32.15,30,30.72,3135706,2018/9/7 15:00
300672.XSHG,1day,2018-09-10 15:00:00,30.79,30.79,29.61,29.64,1916847,2018/9/10 15:00
300672.XSHG,1day,2018-09-11 15:00:00,29.72,30.3,29.55,30.05,1415698,2018/9/11 15:00
300672.XSHG,1day,2018-09-12 15:00:00,30.2,30.46,29.92,30.08,1504889,2018/9/12 15:00
300672.XSHG,1day,2018-09-13 15:00:00,30.55,30.72,29.58,30.32,1649593,2018/9/13 15:00
300672.XSHG,1day,2018-09-14 15:00:00,30.55,30.55,29.6,29.67,1481138,2018/9/14 15:00
300672.XSHG,1day,2018-09-17 15:00:00,29.61,29.61,27.07,28.11,2123306,2018/9/17 15:00
300672.XSHG,1day,2018-09-18 15:00:00,27.88,28.97,27.75,28.77,1782092,2018/9/18 15:00
300672.XSHG,1day,2018-09-19 15:00:00,28.62,30.53,28.56,29.65,2723266,2018/9/19 15:00
300672.XSHG,1day,2018-09-20 15:00:00,29.49,29.75,28.93,28.98,1857810,2018/9/20 15:00
300672.XSHG,1day,2018-09-21 15:00:00,29.23,29.25,28.77,29.21,1395487,2018/9/21 15:00
300672.XSHG,1day,2018-09-25 15:00:00,29.49,30.79,29.13,29.85,2528843,2018/9/25 15:00
300672.XSHG,1day,2018-09-26 15:00:00,29.73,30.61,29.55,30.05,2010853,2018/9/26 15:00
300672.XSHG,1day,2018-09-27 15:00:00,30.05,30.23,28.67,28.86,2016940,2018/9/27 15:00
300672.XSHG,1day,2018-09-28 15:00:00,28.88,29.54,28.87,29.3,1052668,2018/9/28 15:00
300672.XSHG,1day,2018-10-08 15:00:00,28.3,28.95,27.23,27.5,1659854,2018/10/8 15:00
300672.XSHG,1day,2018-10-09 15:00:00,27.55,28.17,27.18,27.7,1161591,2018/10/9 15:00
300672.XSHG,1day,2018-10-10 15:00:00,27.71,28.84,27.12,28.24,1813844,2018/10/10 15:00
300672.XSHG,1day,2018-10-11 15:00:00,27.05,27.18,25.41,25.41,2405327,2018/10/11 15:00
300672.XSHG,1day,2018-10-12 15:00:00,25.42,25.76,23.15,24.9,2421037,2018/10/12 15:00
300672.XSHG,1day,2018-10-15 15:00:00,24.31,25.89,24.31,24.79,1641720,2018/10/15 15:00
300672.XSHG,1day,2018-10-16 15:00:00,24.8,25.81,24.8,24.93,1989666,2018/10/16 15:00
300672.XSHG,1day,2018-10-17 15:00:00,25.28,27.43,24.72,26.7,3838337,2018/10/17 15:00
300672.XSHG,1day,2018-10-18 15:00:00,26.34,26.34,24.95,25.08,2511354,2018/10/18 15:00
300672.XSHG,1day,2018-10-19 15:00:00,24.93,25.98,24.34,25.78,2325751,2018/10/19 15:00
300672.XSHG,1day,2018-10-22 15:00:00,25.66,27.58,25.66,27.02,3109229,2018/10/22 15:00
300672.XSHG,1day,2018-10-23 15:00:00,26.82,27.28,26.29,26.61,1877538,2018/10/23 15:00
300672.XSHG,1day,2018-10-24 15:00:00,26.53,26.99,25.73,26.08,1831496,2018/10/24 15:00
300672.XSHG,1day,2018-10-25 15:00:00,24.14,25.53,24.14,25.34,1490453,2018/10/25 15:00
300672.XSHG,1day,2018-10-26 15:00:00,25.59,26.4,25.31,25.55,1348470,2018/10/26 15:00
300672.XSHG,1day,2018-10-29 15:00:00,25.81,26.03,25.05,25.06,1058593,2018/10/29 15:00
300672.XSHG,1day,2018-10-30 15:00:00,25.22,25.3,23.56,24.57,1513394,2018/10/30 15:00
300672.XSHG,1day,2018-10-31 15:00:00,24.93,25.69,24.93,25.21,1736531,2018/10/31 15:00
300672.XSHG,1day,2018-11-01 15:00:00,25.88,26.34,25.31,25.48,2540397,2018/11/1 15:00
300672.XSHG,1day,2018-11-02 15:00:00,25.97,26.49,25.87,26.34,2862026,2018/11/2 15:00
300672.XSHG,1day,2018-11-05 15:00:00,26.18,26.68,25.48,26.02,2194692,2018/11/5 15:00
300672.XSHG,1day,2018-11-06 15:00:00,26.49,27.12,26.26,26.64,3688669,2018/11/6 15:00
300672.XSHG,1day,2018-11-07 15:00:00,25.99,27.05,25.99,26.57,2988446,2018/11/7 15:00
300672.XSHG,1day,2018-11-08 15:00:00,26.83,26.93,25.85,25.99,1970586,2018/11/8 15:00
300672.XSHG,1day,2018-11-09 15:00:00,25.75,26.23,25.6,25.78,999086,2018/11/9 15:00
300672.XSHG,1day,2018-11-12 15:00:00,25.56,26.49,25.48,26.33,1792361,2018/11/12 15:00
300672.XSHG,1day,2018-11-13 15:00:00,25.68,26.32,25.43,26.24,2769617,2018/11/13 15:00
300672.XSHG,1day,2018-11-14 15:00:00,26.14,27.34,25.95,26.74,3925446,2018/11/14 15:00
300672.XSHG,1day,2018-11-15 15:00:00,26.34,27.34,26.34,27.05,3478356,2018/11/15 15:00
300672.XSHG,1day,2018-11-16 15:00:00,27,27.55,26.82,27.31,3504513,2018/11/16 15:00
300672.XSHG,1day,2018-11-19 15:00:00,27.31,27.31,26.54,26.73,2270883,2018/11/19 15:00
300672.XSHG,1day,2018-11-20 15:00:00,26.68,27.35,26.22,26.36,2403713,2018/11/20 15:00
300672.XSHG,1day,2018-11-21 15:00:00,25.78,26.24,25.73,25.93,1553018,2018/11/21 15:00
300672.XSHG,1day,2018-11-22 15:00:00,26.03,26.29,25.75,25.93,1192065,2018/11/22 15:00
300672.XSHG,1day,2018-11-23 15:00:00,26.01,26.01,24.75,24.75,1975878,2018/11/23 15:00
300672.XSHG,1day,2018-11-26 15:00:00,24.93,25.06,24,24.2,1326987,2018/11/26 15:00
300672.XSHG,1day,2018-11-27 15:00:00,24.36,24.59,24.11,24.37,940697,2018/11/27 15:00
300672.XSHG,1day,2018-11-28 15:00:00,24.44,25.39,24.03,24.99,1649588,2018/11/28 15:00
300672.XSHG,1day,2018-11-29 15:00:00,25.78,27.48,25.25,25.25,3136189,2018/11/29 15:00
300672.XSHG,1day,2018-11-30 15:00:00,24.75,25.23,24.56,25.05,1679904,2018/11/30 15:00
300672.XSHG,1day,2018-12-03 15:00:00,25.97,26.41,25.57,26.06,2319805,2018/12/3 15:00
300672.XSHG,1day,2018-12-04 15:00:00,25.89,26.16,25.44,25.84,1698196,2018/12/4 15:00
300672.XSHG,1day,2018-12-05 15:00:00,25.23,26.31,25.02,25.62,1317037,2018/12/5 15:00
300672.XSHG,1day,2018-12-06 15:00:00,25.56,25.75,24.94,25.11,1284314,2018/12/6 15:00
300672.XSHG,1day,2018-12-07 15:00:00,25.15,25.47,24.93,25.02,765521,2018/12/7 15:00
300672.XSHG,1day,2018-12-10 15:00:00,25.02,25.35,24.82,24.96,831128,2018/12/10 15:00
300672.XSHG,1day,2018-12-11 15:00:00,25.23,25.28,24.87,25.11,855506,2018/12/11 15:00
300672.XSHG,1day,2018-12-12 15:00:00,25.22,25.41,25,25.13,572522,2018/12/12 15:00
300672.XSHG,1day,2018-12-13 15:00:00,25.31,25.4,25,25.11,971811,2018/12/13 15:00
300672.XSHG,1day,2018-12-14 15:00:00,25.12,25.25,24.55,24.6,1085706,2018/12/14 15:00
300672.XSHG,1day,2018-12-17 15:00:00,24.63,24.93,24.32,24.87,836092,2018/12/17 15:00
300672.XSHG,1day,2018-12-18 15:00:00,24.75,25.08,24.55,24.82,629800,2018/12/18 15:00
300672.XSHG,1day,2018-12-19 15:00:00,24.87,24.87,24.45,24.62,546068,2018/12/19 15:00
300672.XSHG,1day,2018-12-20 15:00:00,24.51,24.75,24.32,24.5,562581,2018/12/20 15:00
300672.XSHG,1day,2018-12-21 15:00:00,24.85,24.85,24.39,24.44,594511,2018/12/21 15:00
300672.XSHG,1day,2018-12-24 15:00:00,24.44,24.75,24.35,24.64,615045,2018/12/24 15:00
