symbol,period,datetime,open,high,low,close,volume,update_time
000001.XSHG,1day,2009-9-10 15:00:00,2934.96,2958.58,2911.3,2924.88,11749048200,2009-9-10 15:00:00
000001.XSHG,1day,2009-9-11 15:00:00,2917.19,2999.33,2916.1,2989.79,14172297700,2009-9-11 15:00:00
000001.XSHG,1day,2009-9-14 15:00:00,2990.93,3033.08,2984.85,3026.74,15917253600,2009-9-14 15:00:00
000001.XSHG,1day,2009-9-15 15:00:00,3029.1,3050.43,2999.43,3033.73,15936860000,2009-9-15 15:00:00
000001.XSHG,1day,2009-9-16 15:00:00,3027.51,3027.74,2960.59,2999.71,16472575700,2009-9-16 15:00:00
000001.XSHG,1day,2009-9-17 15:00:00,3015.59,3064.23,3015.59,3060.26,17683238000,2009-9-17 15:00:00
000001.XSHG,1day,2009-9-18 15:00:00,3063.31,3068.01,2940.83,2962.67,18666287300,2009-9-18 15:00:00
000001.XSHG,1day,2009-9-21 15:00:00,2937.93,2968.69,2871.67,2967.01,15901020800,2009-9-21 15:00:00
000001.XSHG,1day,2009-9-22 15:00:00,2956.13,2982.86,2897.4,2897.55,14293645600,2009-9-22 15:00:00
000001.XSHG,1day,2009-9-23 15:00:00,2897.81,2924.2,2826.07,2842.72,12135444100,2009-9-23 15:00:00
000001.XSHG,1day,2009-9-24 15:00:00,2824.58,2885.75,2783.11,2853.55,12002973000,2009-9-24 15:00:00
000001.XSHG,1day,2009-9-25 15:00:00,2836.7,2864.08,2813.24,2838.84,8809209500,2009-9-25 15:00:00
000001.XSHG,1day,2009-9-28 15:00:00,2844.37,2857.95,2752.9,2763.53,8136974400,2009-9-28 15:00:00
000001.XSHG,1day,2009-9-29 15:00:00,2763.76,2779.58,2712.34,2754.54,9024323600,2009-9-29 15:00:00
000001.XSHG,1day,2009-9-30 15:00:00,2772.57,2803.84,2763.71,2779.43,7508853500,2009-9-30 15:00:00
000001.XSHG,1day,2009-10-9 15:00:00,2840.13,2912.5,2835,2911.72,9705495300,2009-10-9 15:00:00
000001.XSHG,1day,2009-10-12 15:00:00,2927.02,2932.06,2893.87,2894.48,9979871200,2009-10-12 15:00:00
000001.XSHG,1day,2009-10-13 15:00:00,2889.79,2937.67,2886.97,2936.19,9010111200,2009-10-13 15:00:00
000001.XSHG,1day,2009-10-14 15:00:00,2945.67,3010.52,2943.82,2970.53,14760595200,2009-10-14 15:00:00
000001.XSHG,1day,2009-10-15 15:00:00,2994.89,3014.04,2967.11,2979.79,11393406100,2009-10-15 15:00:00
000001.XSHG,1day,2009-10-16 15:00:00,2992.75,3008.18,2931.92,2976.63,10565245500,2009-10-16 15:00:00
000001.XSHG,1day,2009-10-19 15:00:00,2974.64,3039.24,2962.55,3038.27,13497577600,2009-10-19 15:00:00
000001.XSHG,1day,2009-10-20 15:00:00,3062.55,3084.67,3053.64,3084.45,16139809600,2009-10-20 15:00:00
000001.XSHG,1day,2009-10-21 15:00:00,3080.52,3105.51,3062.6,3070.59,15007329600,2009-10-21 15:00:00
000001.XSHG,1day,2009-10-22 15:00:00,3068.68,3080.53,3045.32,3051.41,11513634700,2009-10-22 15:00:00
000001.XSHG,1day,2009-10-23 15:00:00,3057.39,3123.46,3057.39,3107.85,15401193800,2009-10-23 15:00:00
000001.XSHG,1day,2009-10-26 15:00:00,3114.29,3123.24,3083.49,3109.57,12691347200,2009-10-26 15:00:00
000001.XSHG,1day,2009-10-27 15:00:00,3086.09,3086.09,3020.49,3021.46,14379929600,2009-10-27 15:00:00
000001.XSHG,1day,2009-10-28 15:00:00,3014.18,3037.99,2974.27,3031.33,12133177800,2009-10-28 15:00:00
000001.XSHG,1day,2009-10-29 15:00:00,2975.2,2993.39,2952.27,2960.47,12539395700,2009-10-29 15:00:00
000001.XSHG,1day,2009-10-30 15:00:00,3007.25,3026.75,2984.04,2995.85,11930514400,2009-10-30 15:00:00
000001.XSHG,1day,2009-11-2 15:00:00,2933.82,3077.6,2924.18,3076.65,15718560000,2009-11-2 15:00:00
000001.XSHG,1day,2009-11-3 15:00:00,3085.74,3121.2,3079.04,3114.23,16656685600,2009-11-3 15:00:00
000001.XSHG,1day,2009-11-4 15:00:00,3119.31,3141.34,3096.87,3128.54,16138960900,2009-11-4 15:00:00
000001.XSHG,1day,2009-11-5 15:00:00,3133.51,3158.32,3122.52,3155.05,15825006400,2009-11-5 15:00:00
000001.XSHG,1day,2009-11-6 15:00:00,3176.14,3183.36,3157.08,3164.04,17818778800,2009-11-6 15:00:00
000001.XSHG,1day,2009-11-9 15:00:00,3162.15,3176.51,3141.96,3175.59,15152246400,2009-11-9 15:00:00
000001.XSHG,1day,2009-11-10 15:00:00,3203.17,3211.09,3176.28,3178.61,15338964700,2009-11-10 15:00:00
000001.XSHG,1day,2009-11-11 15:00:00,3176.31,3186.55,3149.07,3175.19,13786171400,2009-11-11 15:00:00
000001.XSHG,1day,2009-11-12 15:00:00,3181.46,3199.6,3163.25,3172.95,14861375400,2009-11-12 15:00:00
000001.XSHG,1day,2009-11-13 15:00:00,3164.65,3188.82,3127.58,3187.65,16709161000,2009-11-13 15:00:00
000001.XSHG,1day,2009-11-16 15:00:00,3206.43,3275.55,3206.43,3275.05,21764019200,2009-11-16 15:00:00
000001.XSHG,1day,2009-11-17 15:00:00,3291.04,3298.15,3275.31,3282.89,18010162200,2009-11-17 15:00:00
000001.XSHG,1day,2009-11-18 15:00:00,3287.27,3315.8,3274.21,3303.23,16943696000,2009-11-18 15:00:00
000001.XSHG,1day,2009-11-19 15:00:00,3311.19,3329.03,3285.98,3320.61,19245907000,2009-11-19 15:00:00
000001.XSHG,1day,2009-11-20 15:00:00,3309.38,3332.51,3280.31,3308.35,18695210200,2009-11-20 15:00:00
000001.XSHG,1day,2009-11-23 15:00:00,3308.35,3339.28,3305.56,3338.66,17864529600,2009-11-23 15:00:00
000001.XSHG,1day,2009-11-24 15:00:00,3338.66,3361.18,3214.03,3223.53,27214211200,2009-11-24 15:00:00
000001.XSHG,1day,2009-11-25 15:00:00,3223.53,3290.57,3188.02,3290.16,20936940800,2009-11-25 15:00:00
000001.XSHG,1day,2009-11-26 15:00:00,3290.16,3305.18,3160.66,3170.98,24059249600,2009-11-26 15:00:00
000001.XSHG,1day,2009-11-27 15:00:00,3170.98,3170.98,3080.98,3096.26,17008819200,2009-11-27 15:00:00
000001.XSHG,1day,2009-11-30 15:00:00,3096.26,3195.7,3096.26,3195.3,15613821800,2009-11-30 15:00:00
000001.XSHG,1day,2009-12-1 15:00:00,3195.3,3240.66,3173.63,3235.36,18318460800,2009-12-1 15:00:00
000001.XSHG,1day,2009-12-2 15:00:00,3235.36,3278.17,3235.36,3269.75,18920950400,2009-12-2 15:00:00
000001.XSHG,1day,2009-12-3 15:00:00,3269.75,3270.05,3227.94,3264.63,17045880000,2009-12-3 15:00:00
000001.XSHG,1day,2009-12-4 15:00:00,3264.63,3318.8,3215.23,3317.04,24313790400,2009-12-4 15:00:00
000001.XSHG,1day,2009-12-7 15:00:00,3317.04,3333.85,3302.31,3331.9,15747310400,2009-12-7 15:00:00
000001.XSHG,1day,2009-12-8 15:00:00,3331.88,3331.88,3260.67,3296.66,15323260800,2009-12-8 15:00:00
000001.XSHG,1day,2009-12-9 15:00:00,3296.66,3296.66,3228.44,3239.57,12946760000,2009-12-9 15:00:00
000001.XSHG,1day,2009-12-10 15:00:00,3239.57,3276.09,3225.81,3254.26,10561009600,2009-12-10 15:00:00
000001.XSHG,1day,2009-12-11 15:00:00,3254.26,3280.64,3242.6,3247.32,10312900000,2009-12-11 15:00:00
000001.XSHG,1day,2009-12-14 15:00:00,3247.32,3314.32,3178.29,3302.9,13966230400,2009-12-14 15:00:00
000001.XSHG,1day,2009-12-15 15:00:00,3302.9,3303.18,3268.2,3274.46,11637270400,2009-12-15 15:00:00
000001.XSHG,1day,2009-12-16 15:00:00,3274.46,3299.33,3247,3255.21,11605820000,2009-12-16 15:00:00
000001.XSHG,1day,2009-12-17 15:00:00,3255.21,3272.85,3176.71,3179.08,11938230400,2009-12-17 15:00:00
000001.XSHG,1day,2009-12-18 15:00:00,3179.08,3179.08,3108.14,3113.89,11362640000,2009-12-18 15:00:00
000001.XSHG,1day,2009-12-21 15:00:00,3113.89,3123.99,3088.23,3122.97,8604728800,2009-12-21 15:00:00
000001.XSHG,1day,2009-12-22 15:00:00,3122.97,3128.3,3040.09,3050.52,9681729600,2009-12-22 15:00:00
000001.XSHG,1day,2009-12-23 15:00:00,3050.52,3078.79,3041.5,3073.78,9049582400,2009-12-23 15:00:00
000001.XSHG,1day,2009-12-24 15:00:00,3073.78,3156.53,3073.78,3153.41,11841100000,2009-12-24 15:00:00
000001.XSHG,1day,2009-12-25 15:00:00,3153.41,3154.43,3128.34,3141.35,9299112000,2009-12-25 15:00:00
000001.XSHG,1day,2009-12-28 15:00:00,3141.35,3201.88,3141.35,3188.78,10314260000,2009-12-28 15:00:00
000001.XSHG,1day,2009-12-29 15:00:00,3188.79,3212.49,3167.09,3211.76,11143769600,2009-12-29 15:00:00
000001.XSHG,1day,2009-12-30 15:00:00,3211.76,3267,3206.24,3262.6,15426750400,2009-12-30 15:00:00
000001.XSHG,1day,2009-12-31 15:00:00,3262.6,3282.13,3250.03,3277.14,13311190400,2009-12-31 15:00:00
000001.XSHG,1day,2010-1-4 15:00:00,3277.14,3295.28,3243.53,3243.76,12244630400,2010-1-4 15:00:00
000001.XSHG,1day,2010-1-5 15:00:00,3255.07,3290.29,3221.54,3282.18,14191011900,2010-1-5 15:00:00
000001.XSHG,1day,2010-1-6 15:00:00,3274.52,3295.64,3253.14,3254.22,13463937000,2010-1-6 15:00:00
000001.XSHG,1day,2010-1-7 15:00:00,3254.1,3268.77,3177.31,3192.78,14463622600,2010-1-7 15:00:00
000001.XSHG,1day,2010-1-8 15:00:00,3177.26,3198.64,3149.23,3196,11420545500,2010-1-8 15:00:00
000001.XSHG,1day,2010-1-11 15:00:00,3301.31,3305.72,3197.5,3212.75,15743398400,2010-1-11 15:00:00
000001.XSHG,1day,2010-1-12 15:00:00,3205,3274.63,3180.46,3273.97,15868077500,2010-1-12 15:00:00
000001.XSHG,1day,2010-1-13 15:00:00,3204.34,3232.55,3165.75,3172.66,18329393500,2010-1-13 15:00:00
000001.XSHG,1day,2010-1-14 15:00:00,3183.38,3218.5,3165.78,3215.55,15152149800,2010-1-14 15:00:00
000001.XSHG,1day,2010-1-15 15:00:00,3217.29,3241.56,3197.34,3224.15,13065227500,2010-1-15 15:00:00
000001.XSHG,1day,2010-1-18 15:00:00,3213.64,3238.2,3202.44,3237.1,14508432800,2010-1-18 15:00:00
000001.XSHG,1day,2010-1-19 15:00:00,3243.72,3267.17,3237.85,3246.87,14439868900,2010-1-19 15:00:00
000001.XSHG,1day,2010-1-20 15:00:00,3252.04,3254.89,3148.55,3151.85,17201357800,2010-1-20 15:00:00
000001.XSHG,1day,2010-1-21 15:00:00,3154.19,3175.47,3127.26,3158.86,13203106900,2010-1-21 15:00:00
000001.XSHG,1day,2010-1-22 15:00:00,3116.93,3147.65,3063.09,3128.59,15558781900,2010-1-22 15:00:00
000001.XSHG,1day,2010-1-25 15:00:00,3103.32,3136.79,3092.93,3094.41,9351392700,2010-1-25 15:00:00
000001.XSHG,1day,2010-1-26 15:00:00,3094.85,3106.8,3002.29,3019.39,10926543600,2010-1-26 15:00:00
000001.XSHG,1day,2010-1-27 15:00:00,3026.9,3026.9,2973.94,2986.61,9283330700,2010-1-27 15:00:00
000001.XSHG,1day,2010-1-28 15:00:00,2985.21,3005.96,2964.23,2994.14,8457057100,2010-1-28 15:00:00
000001.XSHG,1day,2010-1-29 15:00:00,2978.28,3024.7,2968.45,2989.29,9088931000,2010-1-29 15:00:00
000001.XSHG,1day,2010-2-1 15:00:00,2981.37,2981.37,2912.89,2941.36,10014983500,2010-2-1 15:00:00
000001.XSHG,1day,2010-2-2 15:00:00,2955.75,2990.31,2930.7,2934.71,9328728200,2010-2-2 15:00:00
000001.XSHG,1day,2010-2-3 15:00:00,2945.03,3005.13,2890.04,3003.84,11868451700,2010-2-3 15:00:00
000001.XSHG,1day,2010-2-4 15:00:00,2983.05,3015.09,2968.99,2995.31,11084531300,2010-2-4 15:00:00
000001.XSHG,1day,2010-2-5 15:00:00,2934.7,2958.93,2918.91,2939.4,10668435900,2010-2-5 15:00:00
000001.XSHG,1day,2010-2-8 15:00:00,2936.45,2954,2922.35,2935.17,6817830500,2010-2-8 15:00:00
000001.XSHG,1day,2010-2-9 15:00:00,2932.09,2957.41,2929.31,2948.84,6872290000,2010-2-9 15:00:00
000001.XSHG,1day,2010-2-10 15:00:00,2970.41,2983.18,2958.39,2982.5,6196492000,2010-2-10 15:00:00
000001.XSHG,1day,2010-2-11 15:00:00,2985.08,3001.63,2976.08,2985.5,5664630500,2010-2-11 15:00:00
000001.XSHG,1day,2010-2-12 15:00:00,2998.2,3018.79,2993.5,3018.13,6049785700,2010-2-12 15:00:00
000001.XSHG,1day,2010-2-22 15:00:00,3016.7,3026.64,3002.81,3003.4,7456314800,2010-2-22 15:00:00
000001.XSHG,1day,2010-2-23 15:00:00,2998.91,2998.91,2938.75,2982.57,8877602700,2010-2-23 15:00:00
000001.XSHG,1day,2010-2-24 15:00:00,2964.98,3023.53,2955.47,3022.18,9916237200,2010-2-24 15:00:00
000001.XSHG,1day,2010-2-25 15:00:00,3027.08,3062.87,3022.82,3060.62,12995300800,2010-2-25 15:00:00
000001.XSHG,1day,2010-2-26 15:00:00,3052.38,3067.38,3042.07,3051.94,10890276900,2010-2-26 15:00:00
000001.XSHG,1day,2010-3-1 15:00:00,3057.01,3093.05,3054.58,3087.84,12043856400,2010-3-1 15:00:00
000001.XSHG,1day,2010-3-2 15:00:00,3089.71,3095.74,3060.96,3073.11,11317101100,2010-3-2 15:00:00
000001.XSHG,1day,2010-3-3 15:00:00,3074.3,3098.23,3061.47,3097.01,12271502500,2010-3-3 15:00:00
000001.XSHG,1day,2010-3-4 15:00:00,3097.72,3102.24,3016.36,3023.37,13598067300,2010-3-4 15:00:00
000001.XSHG,1day,2010-3-5 15:00:00,3027.71,3044.13,3011.09,3031.07,9786246200,2010-3-5 15:00:00
000001.XSHG,1day,2010-3-8 15:00:00,3036.41,3058.79,3031.14,3053.23,8516694600,2010-3-8 15:00:00
000001.XSHG,1day,2010-3-9 15:00:00,3053.19,3084.56,3028.84,3069.14,9914361800,2010-3-9 15:00:00
000001.XSHG,1day,2010-3-10 15:00:00,3065.34,3085.99,3034.74,3048.93,9017719600,2010-3-10 15:00:00
000001.XSHG,1day,2010-3-11 15:00:00,3050.64,3070.94,3025.35,3051.28,8748341700,2010-3-11 15:00:00
000001.XSHG,1day,2010-3-12 15:00:00,3051.47,3057.44,3012.27,3013.41,7765079000,2010-3-12 15:00:00
000001.XSHG,1day,2010-3-15 15:00:00,3010.8,3013.06,2963.49,2976.94,7301708900,2010-3-15 15:00:00
000001.XSHG,1day,2010-3-16 15:00:00,2974.49,2993.67,2963.49,2992.84,6478792800,2010-3-16 15:00:00
000001.XSHG,1day,2010-3-17 15:00:00,2999.82,3050.68,2994.89,3050.48,9604137400,2010-3-17 15:00:00
000001.XSHG,1day,2010-3-18 15:00:00,3053.19,3063.45,3035.08,3046.09,9737491800,2010-3-18 15:00:00
000001.XSHG,1day,2010-3-19 15:00:00,3046.75,3069.66,3031.15,3067.75,10192693500,2010-3-19 15:00:00
000001.XSHG,1day,2010-3-22 15:00:00,3069.66,3083.35,3061.88,3074.58,10535015700,2010-3-22 15:00:00
000001.XSHG,1day,2010-3-23 15:00:00,3077.1,3082.75,3051.3,3053.13,10091196000,2010-3-23 15:00:00
000001.XSHG,1day,2010-3-24 15:00:00,3059.32,3076.7,3052.22,3056.81,9750875200,2010-3-24 15:00:00
000001.XSHG,1day,2010-3-25 15:00:00,3050.49,3050.49,3012.33,3019.18,9692245300,2010-3-25 15:00:00
000001.XSHG,1day,2010-3-26 15:00:00,3016.56,3067.71,3009.91,3059.72,10362711700,2010-3-26 15:00:00
000001.XSHG,1day,2010-3-29 15:00:00,3075.71,3130.1,3071.69,3123.8,15095542700,2010-3-29 15:00:00
000001.XSHG,1day,2010-3-30 15:00:00,3123.83,3132.48,3113.93,3128.47,11196994700,2010-3-30 15:00:00
000001.XSHG,1day,2010-3-31 15:00:00,3129.44,3129.65,3102.22,3109.11,11087204200,2010-3-31 15:00:00
000001.XSHG,1day,2010-4-1 15:00:00,3115.1,3147.91,3115.1,3147.42,14023360500,2010-4-1 15:00:00
000001.XSHG,1day,2010-4-2 15:00:00,3154.98,3159.39,3141.91,3157.96,13272207500,2010-4-2 15:00:00
000001.XSHG,1day,2010-4-6 15:00:00,3170.61,3177.73,3142.12,3158.68,13136105100,2010-4-6 15:00:00
000001.XSHG,1day,2010-4-7 15:00:00,3155.99,3161.08,3132.24,3148.22,11369077900,2010-4-7 15:00:00
000001.XSHG,1day,2010-4-8 15:00:00,3143.45,3143.7,3110.36,3118.71,12642416000,2010-4-8 15:00:00
000001.XSHG,1day,2010-4-9 15:00:00,3118.65,3145.99,3114.88,3145.35,11373761300,2010-4-9 15:00:00
000001.XSHG,1day,2010-4-12 15:00:00,3152.12,3156.06,3112.22,3129.26,14719512100,2010-4-12 15:00:00
000001.XSHG,1day,2010-4-13 15:00:00,3129.69,3173.56,3101.63,3161.25,16092692600,2010-4-13 15:00:00
000001.XSHG,1day,2010-4-14 15:00:00,3161.22,3167.64,3146.06,3166.18,11428243200,2010-4-14 15:00:00
000001.XSHG,1day,2010-4-15 15:00:00,3168.14,3181.66,3135.99,3164.97,11604226600,2010-4-15 15:00:00
000001.XSHG,1day,2010-4-16 15:00:00,3159.67,3159.67,3121.59,3130.3,9475207000,2010-4-16 15:00:00
000001.XSHG,1day,2010-4-19 15:00:00,3093.87,3093.87,2978.19,2980.3,15239235400,2010-4-19 15:00:00
000001.XSHG,1day,2010-4-20 15:00:00,2980.44,2998.63,2942.11,2979.53,11767092900,2010-4-20 15:00:00
000001.XSHG,1day,2010-4-21 15:00:00,2984.62,3034.3,2972.1,3033.28,13073260900,2010-4-21 15:00:00
000001.XSHG,1day,2010-4-22 15:00:00,3017.98,3023.64,2978.46,2999.48,13643642900,2010-4-22 15:00:00
000001.XSHG,1day,2010-4-23 15:00:00,2995.62,3015.61,2966.96,2983.54,11713799100,2010-4-23 15:00:00
000001.XSHG,1day,2010-4-26 15:00:00,2992.48,2996.22,2966,2969.5,10367243500,2010-4-26 15:00:00
000001.XSHG,1day,2010-4-27 15:00:00,2962.15,2962.15,2866.59,2907.93,12399787900,2010-4-27 15:00:00
000001.XSHG,1day,2010-4-28 15:00:00,2883.17,2916.63,2865.47,2900.33,9497498000,2010-4-28 15:00:00
000001.XSHG,1day,2010-4-29 15:00:00,2912.2,2928.89,2867.94,2868.43,9954467900,2010-4-29 15:00:00
000001.XSHG,1day,2010-4-30 15:00:00,2867.65,2874.44,2820.95,2870.61,10363200000,2010-4-30 15:00:00
000001.XSHG,1day,2010-5-4 15:00:00,2821.35,2862.18,2809.13,2835.28,7901040800,2010-5-4 15:00:00
000001.XSHG,1day,2010-5-5 15:00:00,2804.51,2857.22,2770.67,2857.15,11268560000,2010-5-5 15:00:00
000001.XSHG,1day,2010-5-6 15:00:00,2838.95,2838.95,2735.01,2739.7,11371089600,2010-5-6 15:00:00
000001.XSHG,1day,2010-5-7 15:00:00,2685.99,2732.18,2665.82,2688.38,11159950400,2010-5-7 15:00:00
000001.XSHG,1day,2010-5-10 15:00:00,2690.86,2713.06,2646.89,2698.76,9988555200,2010-5-10 15:00:00
000001.XSHG,1day,2010-5-11 15:00:00,2745.6,2750.92,2638.56,2647.57,11618200000,2010-5-11 15:00:00
000001.XSHG,1day,2010-5-12 15:00:00,2628.02,2667.28,2604.52,2655.71,10678190400,2010-5-12 15:00:00
000001.XSHG,1day,2010-5-13 15:00:00,2653.58,2710.85,2646.96,2710.51,10320420000,2010-5-13 15:00:00
000001.XSHG,1day,2010-5-14 15:00:00,2692.1,2712.71,2677.46,2696.63,8811888000,2010-5-14 15:00:00
000001.XSHG,1day,2010-5-17 15:00:00,2663.88,2663.88,2559,2559.93,10215830400,2010-5-17 15:00:00
000001.XSHG,1day,2010-5-18 15:00:00,2555.14,2603.32,2529.7,2594.78,10379660000,2010-5-18 15:00:00
000001.XSHG,1day,2010-5-19 15:00:00,2581.63,2623.83,2554.98,2587.81,9046662400,2010-5-19 15:00:00
000001.XSHG,1day,2010-5-20 15:00:00,2571.54,2609.49,2551.54,2555.94,8274262400,2010-5-20 15:00:00
000001.XSHG,1day,2010-5-21 15:00:00,2492.57,2584.43,2481.97,2583.52,10303360000,2010-5-21 15:00:00
000001.XSHG,1day,2010-5-24 15:00:00,2596.32,2680.4,2596.32,2673.42,13332200000,2010-5-24 15:00:00
000001.XSHG,1day,2010-5-25 15:00:00,2654.36,2659.68,2609.09,2622.63,10601150400,2010-5-25 15:00:00
000001.XSHG,1day,2010-5-26 15:00:00,2620.85,2644.64,2610.62,2625.79,8157049600,2010-5-26 15:00:00
000001.XSHG,1day,2010-5-27 15:00:00,2615.1,2661.82,2583.84,2655.92,10568540000,2010-5-27 15:00:00
000001.XSHG,1day,2010-5-28 15:00:00,2680.4,2686.52,2641.41,2655.77,11250630400,2010-5-28 15:00:00
000001.XSHG,1day,2010-5-31 15:00:00,2647.87,2665.1,2591.65,2592.15,9739052800,2010-5-31 15:00:00
000001.XSHG,1day,2010-6-1 15:00:00,2577.76,2598.64,2534.45,2568.28,9328908000,2010-6-1 15:00:00
000001.XSHG,1day,2010-6-2 15:00:00,2548.54,2571.99,2521.06,2571.42,7609249600,2010-6-2 15:00:00
000001.XSHG,1day,2010-6-3 15:00:00,2575.77,2595.68,2551.78,2552.66,8699041600,2010-6-3 15:00:00
000001.XSHG,1day,2010-6-4 15:00:00,2536.23,2556.95,2528.21,2553.59,6702796000,2010-6-4 15:00:00
000001.XSHG,1day,2010-6-7 15:00:00,2508.33,2527.1,2491.84,2511.73,7736112000,2010-6-7 15:00:00
000001.XSHG,1day,2010-6-8 15:00:00,2510.08,2531.85,2491.65,2513.95,7181065600,2010-6-8 15:00:00
000001.XSHG,1day,2010-6-9 15:00:00,2523.88,2589.47,2501.19,2583.87,11809990400,2010-6-9 15:00:00
000001.XSHG,1day,2010-6-10 15:00:00,2561.55,2580.84,2554.79,2562.58,8831860800,2010-6-10 15:00:00
000001.XSHG,1day,2010-6-11 15:00:00,2574.9,2590.78,2566.62,2569.94,7771828000,2010-6-11 15:00:00
000001.XSHG,1day,2010-6-17 15:00:00,2588.97,2594.75,2559.86,2560.24,6540198000,2010-6-17 15:00:00
000001.XSHG,1day,2010-6-18 15:00:00,2556.6,2568.58,2505.49,2513.22,8152017600,2010-6-18 15:00:00
000001.XSHG,1day,2010-6-21 15:00:00,2517.29,2587.31,2504.31,2586.21,9952192800,2010-6-21 15:00:00
000001.XSHG,1day,2010-6-22 15:00:00,2579.63,2598.27,2573.11,2588.7,7242836800,2010-6-22 15:00:00
000001.XSHG,1day,2010-6-23 15:00:00,2576.34,2593.63,2546.67,2569.87,7398158400,2010-6-23 15:00:00
000001.XSHG,1day,2010-6-24 15:00:00,2563.64,2586.83,2554.45,2566.74,5823764800,2010-6-24 15:00:00
000001.XSHG,1day,2010-6-25 15:00:00,2556.54,2572.79,2534.33,2552.82,5847710000,2010-6-25 15:00:00
000001.XSHG,1day,2010-6-28 15:00:00,2550.65,2561.48,2528.48,2535.28,5143691200,2010-6-28 15:00:00
000001.XSHG,1day,2010-6-29 15:00:00,2534.5,2541.12,2425.94,2427.05,9347311200,2010-6-29 15:00:00
000001.XSHG,1day,2010-6-30 15:00:00,2409.54,2411.15,2382.47,2398.37,6727191200,2010-6-30 15:00:00
000001.XSHG,1day,2010-7-1 15:00:00,2393.95,2410.37,2371.92,2373.79,6083028800,2010-7-1 15:00:00
000001.XSHG,1day,2010-7-2 15:00:00,2371.32,2386.4,2319.84,2382.9,8461937600,2010-7-2 15:00:00
000001.XSHG,1day,2010-7-5 15:00:00,2358.76,2377.76,2335.87,2363.95,6687919200,2010-7-5 15:00:00
000001.XSHG,1day,2010-7-6 15:00:00,2358.28,2409.57,2356.58,2409.42,8100289600,2010-7-6 15:00:00
000001.XSHG,1day,2010-7-7 15:00:00,2407.67,2421.39,2392.59,2421.12,6715227200,2010-7-7 15:00:00
000001.XSHG,1day,2010-7-8 15:00:00,2429.68,2436.19,2402.19,2415.15,6116431200,2010-7-8 15:00:00
000001.XSHG,1day,2010-7-9 15:00:00,2416.58,2485.41,2398.7,2470.92,10072160000,2010-7-9 15:00:00
000001.XSHG,1day,2010-7-12 15:00:00,2468.54,2500.72,2455.95,2490.72,9461750400,2010-7-12 15:00:00
000001.XSHG,1day,2010-7-13 15:00:00,2468.69,2468.69,2439.24,2450.29,7764025600,2010-7-13 15:00:00
000001.XSHG,1day,2010-7-14 15:00:00,2456.1,2494.3,2456.1,2470.44,8280537600,2010-7-14 15:00:00
000001.XSHG,1day,2010-7-15 15:00:00,2465.99,2487.24,2424.27,2424.3,11751030400,2010-7-15 15:00:00
000001.XSHG,1day,2010-7-16 15:00:00,2414.68,2428.29,2389.22,2424.27,8093414400,2010-7-16 15:00:00
000001.XSHG,1day,2010-7-19 15:00:00,2399.58,2483.93,2392.62,2475.42,10570980000,2010-7-19 15:00:00
000001.XSHG,1day,2010-7-20 15:00:00,2477.75,2530.31,2477.53,2528.73,13238240000,2010-7-20 15:00:00
000001.XSHG,1day,2010-7-21 15:00:00,2529.62,2553.18,2520.41,2535.39,12584529600,2010-7-21 15:00:00
000001.XSHG,1day,2010-7-22 15:00:00,2525.98,2563.2,2522.33,2562.41,11669990400,2010-7-22 15:00:00
000001.XSHG,1day,2010-7-23 15:00:00,2566.85,2579.2,2549.24,2572.03,12586510400,2010-7-23 15:00:00
000001.XSHG,1day,2010-7-26 15:00:00,2576.37,2589.48,2556.5,2588.68,10454060000,2010-7-26 15:00:00
000001.XSHG,1day,2010-7-27 15:00:00,2581.59,2587.76,2565.72,2575.37,9903100800,2010-7-27 15:00:00
000001.XSHG,1day,2010-7-28 15:00:00,2574.32,2635.71,2564.26,2633.66,14619299200,2010-7-28 15:00:00
000001.XSHG,1day,2010-7-29 15:00:00,2635.05,2656.36,2623.94,2648.12,15657219200,2010-7-29 15:00:00
000001.XSHG,1day,2010-7-30 15:00:00,2642.85,2642.96,2614.83,2637.5,10706649600,2010-7-30 15:00:00
000001.XSHG,1day,2010-8-2 15:00:00,2635.81,2675.76,2633.74,2672.52,13192580000,2010-8-2 15:00:00
000001.XSHG,1day,2010-8-3 15:00:00,2678.79,2681.79,2626.82,2627,14559809600,2010-8-3 15:00:00
000001.XSHG,1day,2010-8-4 15:00:00,2620.5,2638.84,2590.12,2638.52,13376220000,2010-8-4 15:00:00
000001.XSHG,1day,2010-8-5 15:00:00,2636.24,2640.5,2606.63,2620.76,12804880000,2010-8-5 15:00:00
000001.XSHG,1day,2010-8-6 15:00:00,2618.71,2659.41,2599.23,2658.39,13477270400,2010-8-6 15:00:00
000001.XSHG,1day,2010-8-9 15:00:00,2656.36,2675.89,2650.43,2672.53,13710049600,2010-8-9 15:00:00
000001.XSHG,1day,2010-8-10 15:00:00,2672.79,2675.31,2594.44,2595.27,14153569600,2010-8-10 15:00:00
000001.XSHG,1day,2010-8-11 15:00:00,2587.62,2618.45,2586.09,2607.5,10028670400,2010-8-11 15:00:00
000001.XSHG,1day,2010-8-12 15:00:00,2584.92,2608.63,2571.54,2575.47,10648100000,2010-8-12 15:00:00
000001.XSHG,1day,2010-8-13 15:00:00,2576.69,2606.89,2564.94,2606.7,9946171200,2010-8-13 15:00:00
